Gene_Symbol	Upregulated
PLXNB1	Normal
PPM1M	Normal
HAND2	Normal
MAD2L1	Tumor
GUCY1A3	Tumor
HPGD	Normal
FAM198B	Tumor
NAA15	Tumor
ICE1	Tumor
ITGA2	Tumor
LMBRD2	Tumor
F2RL2	Tumor
F2RL1	Tumor
SPINK1	Tumor
ESM1	Tumor
RHOBTB3	Tumor
GPX8	Tumor
ERAP1	Tumor
ERAP2	Tumor
FOXQ1	Tumor
MB21D1	Tumor
SFXN1	Tumor
TMEM200A	Tumor
RAET1E	Normal
PI16	Normal
KIAA0895	Tumor
GALNT10	Tumor
RP9	Tumor
SLC29A4	Tumor
KIAA1324L	Tumor
ZNF704	Tumor
FABP5	Normal
FNDC1	Tumor
SLC13A4	Normal
HNF4G	Tumor
RAD21	Tumor
TNFRSF11B	Tumor
OSGIN2	Tumor
TMEM184A	Normal
FOXK1	Tumor
SLC25A32	Tumor
INTS8	Tumor
PDP1	Tumor
TMEM67	Tumor
KIAA0196	Tumor
MAMDC2	Normal
TMC1	Normal
KDM1B	Tumor
TRPV6	Normal
FBP1	Tumor
WBSCR27	Tumor
KIAA1958	Tumor
WNK2	Tumor
ZNF367	Tumor
MELK	Tumor
PGM2L1	Tumor
SLC16A9	Normal
GJB2	Normal
REEP3	Tumor
SKA3	Tumor
PCF11	Normal
KBTBD6	Tumor
TAF3	Tumor
PDZD8	Tumor
QSOX2	Tumor
HPRT1	Tumor
METTL17	Normal
SLC39A2	Normal
NDRG2	Normal
PRAP1	Tumor
TRUB1	Tumor
TTC7B	Tumor
IFI27	Tumor
PTER	Tumor
HACD1	Normal
SPRED1	Tumor
GPR176	Tumor
GPT2	Normal
IKBIP	Tumor
ZNF319	Tumor
NOLC1	Tumor
FRS2	Tumor
TMEM100	Normal
SYNPO2L	Normal
TRIM44	Tumor
TPP1	Tumor
RIC3	Normal
WDR72	Tumor
ZMAT1	Normal
MFAP4	Normal
HDGFRP3	Tumor
RIMKLB	Normal
TMEM135	Tumor
RRAD	Normal
HSP90B1	Tumor
MMP10	Tumor
PLEKHA7	Normal
ZNF592	Tumor
SLFN5	Tumor
ZNF667-AS1	Normal
FAM96A	Tumor
KIAA0101	Tumor
LDHD	Normal
SCNN1G	Normal
RBPMS2	Normal
PLK1	Tumor
NEMP1	Tumor
PATL1	Tumor
SCG5	Tumor
GREM1	Tumor
MS4A7	Tumor
MAPRE2	Tumor
PDIA3	Tumor
NUDT21	Tumor
NKX3-1	Tumor
SNRPD1	Tumor
TMEM92	Tumor
PRRX2	Tumor
NOD2	Normal
IGF2	Tumor
RBFOX3	Normal
TBC1D16	Tumor
FN3K	Tumor
RAB8A	Tumor
GATAD2A	Tumor
MVD	Normal
ZNF528	Normal
PROSER3	Tumor
LAIR1	Tumor
LENG8	Normal
ZNF526	Tumor
ZNF146	Tumor
PPP1R14A	Normal
PSCA	Normal
LY6D	Normal
PLIN4	Normal
GPT	Normal
KIFC2	Normal
SLC43A2	Tumor
GGT6	Normal
KLK5	Normal
KLK11	Normal
KLK13	Normal
ZNF83	Normal
KRT1	Normal
RCOR2	Tumor
IGFBP6	Normal
NUDT8	Normal
HID1	Tumor
EVPL	Normal
TK1	Tumor
TMEM68	Tumor
KRT24	Normal
MAP4K2	Tumor
PBK	Tumor
SCARA5	Normal
PAFAH1B2	Tumor
VASN	Normal
HOOK3	Tumor
MAPK1IP1L	Tumor
RBPJ	Tumor
IRF2BP2	Tumor
HIST1H1E	Tumor
KCTD6	Normal
FAM107A	Normal
FILIP1L	Tumor
TAP1	Tumor
RFWD3	Tumor
SCNN1B	Normal
TNXB	Normal
LGI3	Normal
PHYHIP	Normal
FEN1	Tumor
SDPR	Normal
MTCL1	Tumor
SERINC2	Tumor
ZSWIM1	Tumor
LDLRAD4	Tumor
IL7R	Tumor
NPNT	Tumor
TCTN2	Tumor
IL12A	Normal
GFM1	Tumor
PLA2G4F	Normal
LGALS9	Tumor
JMJD7-PLA2G4B	Normal
KLK7	Normal
IRS1	Tumor
PCSK9	Tumor
RSPO1	Normal
RGS14	Normal
RAB24	Normal
THBS3	Normal
NMD3	Tumor
GPRIN1	Tumor
PGM2	Normal
GP2	Normal
SLC33A1	Tumor
PTK2	Tumor
PTPN9	Tumor
RNASE6	Tumor
NPR1	Normal
RASSF6	Tumor
MMGT1	Tumor
SPRR1B	Normal
SPRR1A	Normal
GPR183	Tumor
MUC15	Normal
LIMS1	Tumor
LINGO1	Tumor
PCDH7	Tumor
P2RY1	Normal
REPS2	Tumor
MUC3A	Tumor
TOR1AIP2	Tumor
MAP3K2	Tumor
MYO7B	Tumor
TMEM154	Normal
SIMC1	Tumor
NIPA1	Tumor
USP38	Tumor
FABP6	Tumor
GLB1	Tumor
HSPB2	Normal
LGALS9B	Normal
UBB	Tumor
FABP4	Normal
TCAF2	Normal
SLC30A1	Tumor
GPRC5C	Tumor
TMEM182	Tumor
KRT8	Tumor
KRT78	Normal
SDR9C7	Normal
METTL7B	Tumor
KRT6C	Normal
WIBG	Normal
KRT4	Normal
TMC7	Tumor
SMAGP	Normal
IRX2	Tumor
IRF2BP1	Tumor
FOXA3	Tumor
HOXB9	Tumor
KIF5B	Tumor
SDR16C5	Normal
HTRA3	Tumor
FOXN2	Tumor
GPR27	Normal
PLA2G1B	Normal
GSTA4	Normal
TANC2	Tumor
PRKCDBP	Tumor
FAM86JP	Tumor
INSR	Tumor
FUT3	Normal
SOCS5	Tumor
ZNF692	Normal
TRIM8	Tumor
NETO2	Tumor
SHCBP1	Tumor
GAA	Tumor
ESCO2	Tumor
KRT15	Normal
KRT13	Normal
HOPX	Normal
LRRC8C	Tumor
LRRC8D	Tumor
PTGER4	Tumor
P2RY6	Tumor
RGS19	Tumor
LGALS4	Tumor
RRM2	Tumor
PRNP	Tumor
TLN2	Tumor
LGALS9C	Normal
ZNF217	Tumor
SYNPO	Tumor
MAL	Normal
LRRC15	Tumor
MTBP	Tumor
ID4	Normal
PRSS27	Normal
SYNPO2	Normal
MANEA	Tumor
HCFC1	Tumor
NIPAL4	Normal
TMEM134	Normal
ZMAT3	Tumor
RAB43	Tumor
FADS6	Normal
OVOL1	Normal
RARG	Normal
SP3	Tumor
MRGPRF	Normal
LCLAT1	Tumor
MIR4435-2HG	Tumor
GXYLT2	Tumor
HPSE2	Normal
FAM222B	Tumor
RHOD	Normal
PARP14	Tumor
MAB21L3	Normal
KIAA1919	Tumor
VANGL1	Tumor
GLRX	Tumor
SNCG	Normal
TRIB1	Tumor
KCNK7	Normal
OLR1	Tumor
SAA1	Tumor
SMARCC1	Tumor
PEAK1	Tumor
MST1	Normal
NUDT4	Tumor
LRFN4	Tumor
SLC19A1	Tumor
HSPB7	Normal
MUC13	Tumor
HEG1	Tumor
RNF213	Tumor
PHC3	Tumor
GPR160	Tumor
GOLIM4	Tumor
MAR3	Tumor
FAM3C2	Tumor
SELP	Normal
MGA	Tumor
SNX31	Normal
PHLDA3	Normal
PODN	Normal
EXO1	Tumor
ZWILCH	Tumor
IL20RB	Normal
MSL2	Tumor
UGT8	Tumor
IQCK	Tumor
KIAA1551	Tumor
HRAS	Normal
RSRC1	Tumor
SEZ6L2	Tumor
UBE2C	Tumor
VCPIP1	Tumor
PACS1	Tumor
MARCKSL1	Tumor
GOLGA8A	Normal
TP53I11	Tumor
PHYHD1	Normal
SCUBE2	Normal
PNLIP	Normal
LIPT2	Tumor
KCNE3	Tumor
LONRF3	Tumor
UCP2	Tumor
P2RY2	Normal
FOSL1	Tumor
RMI2	Tumor
MLXIP	Tumor
PRIMA1	Normal
SFN	Normal
ETV4	Tumor
TUBB6	Normal
NUPR1	Normal
YES1	Tumor
TCP11L1	Tumor
GPX2	Tumor
LPCAT4	Normal
PLA2G16	Tumor
PHLDB3	Normal
PRR15	Tumor
GNG7	Normal
MEX3C	Tumor
FOXL1	Tumor
TTTY14	Normal
METRNL	Normal
FAM91A1	Tumor
RP11-334J6.7	Normal
TYMS	Tumor
FIBIN	Normal
SHMT1	Normal
TMEM80	Normal
EPS8L2	Normal
NUDT4P1	Tumor
RPS6KA3	Tumor
FZD8	Tumor
ZBTB38	Tumor
LRRN4CL	Normal
SAMD9L	Tumor
TGIF1	Tumor
ZBTB33	Tumor
ZBED2	Normal
IRX3	Normal
NHLH2	Normal
TBL1XR1	Tumor
SAMD12	Tumor
GSG2	Tumor
SRRM3	Normal
PVRL3	Tumor
SOX12	Tumor
PCDHB9	Tumor
ZBTB41	Tumor
MLF1	Tumor
PLEC	Tumor
KLHL11	Tumor
ZNF713	Tumor
SUZ12	Tumor
KCTD12	Tumor
RPP25	Tumor
FAM132B	Tumor
FAM219B	Normal
TMEM52	Tumor
MSC	Tumor
FAM101A	Tumor
LGALS7B	Normal
RMI1	Tumor
RP11-157K17.5	Tumor
PER1	Normal
SPTY2D1	Tumor
FUCA1	Tumor
MAGED1	Tumor
PTPN11	Tumor
HLA-DQB1	Tumor
VWA1	Tumor
LBX2	Tumor
ZFPM1	Tumor
FCER1A	Normal
PCED1B	Tumor
MYADM	Tumor
SEPHS2	Tumor
PPP1R14BP3	Tumor
SOCS4	Tumor
TMEM150B	Tumor
LYNX1	Normal
FAR2P1	Tumor
MED14	Tumor
ZNRF2	Tumor
FGD6	Tumor
FZD2	Tumor
PAK2	Tumor
FAM73A	Tumor
NRIP1	Tumor
MB21D2	Tumor
PCGF5	Tumor
SHISA2	Tumor
S1PR5	Normal
SMG1P3	Tumor
ZDHHC20	Tumor
HOXC9	Tumor
HOXC10	Tumor
PDIA3P1	Tumor
GREM2	Normal
NQO1	Tumor
F2R	Tumor
TMEM132C	Normal
ZBTB2	Tumor
MEX3D	Tumor
SLX1B	Tumor
ZFP41	Tumor
PHLDA2	Tumor
ZBTB20	Tumor
SLC9A9	Normal
RELL1	Tumor
SLC2A4	Normal
SNRPE	Tumor
USH1G	Normal
TNRC18	Tumor
TMEM30B	Tumor
RP11-69E11.4	Normal
FAM89A	Tumor
TDRKH	Tumor
ERCC6L2	Tumor
RGMA	Normal
LDOC1	Normal
EXT1	Tumor
SYNM	Normal
SPACA6P	Normal
LIPF	Normal
NXPH4	Tumor
KPNA2	Tumor
MFSD5	Normal
EPGN	Normal
PLCB1	Tumor
SKA2	Tumor
TTC3	Tumor
HCAR2	Normal
TMEM198B	Normal
OTOP3	Normal
SPATA13	Tumor
ZNF662	Normal
PYCR1	Tumor
SPNS2	Normal
PCP4	Normal
GJD3	Tumor
GBP6	Normal
RIPK4	Normal
NPIPA1	Normal
MX2	Tumor
FAM46C	Tumor
TNFAIP8L3	Normal
GPR1	Normal
UPP1	Normal
ZNF703	Tumor
NPIPA5	Normal
RBM12B	Tumor
LIN9	Tumor
GPR39	Tumor
FAM3B	Normal
KIRREL	Tumor
IQGAP3	Tumor
UTY	Normal
NPW	Tumor
PTP4A2	Tumor
TMPRSS2	Normal
PPP1R2	Tumor
TSPYL2	Normal
GOLGA6L4	Normal
TACSTD2	Normal
ZDHHC23	Tumor
PKP3	Normal
KNTC1	Tumor
SOCS3	Tumor
XPOT	Tumor
PDE4B	Tumor
NELL2	Tumor
SEP9	Tumor
SEP5	Normal
FAM110C	Normal
ZBTB7C	Normal
TCEAL2	Normal
USP18	Tumor
TMEM106A	Tumor
SLC24A3	Normal
NOMO2	Tumor
WBP5	Tumor
RBM11	Normal
WBSCR17	Normal
SOCS1	Tumor
TNFAIP8L1	Tumor
MAPK11	Normal
SMYD3	Tumor
SH3BGR	Normal
KRT6B	Normal
OLFML2A	Tumor
FAM212A	Normal
NDUFA4L2	Normal
NTF3	Normal
POU3F1	Normal
PRAME	Tumor
YTHDF3	Tumor
IFIT1	Tumor
SLC52A2	Tumor
EVI2B	Tumor
TMPRSS11B	Normal
TRIM69	Tumor
IFITM1	Tumor
POMK	Tumor
KLHDC8B	Normal
IRS2	Tumor
LEMD1	Tumor
KRT5	Normal
KIF18B	Tumor
ZNRF1	Normal
SAPCD2	Tumor
MST1P2	Normal
PRELID2	Tumor
THBS2	Tumor
KPNA4	Tumor
KRT3	Normal
KLK12	Normal
HPDL	Tumor
KIF24	Tumor
PDE2A	Normal
FOXI2	Normal
VSIG10L	Normal
TPCN1	Normal
LILRB4	Tumor
TNFRSF4	Tumor
MAPT	Normal
ERCC6L	Tumor
PPARA	Tumor
TMPRSS11A	Normal
PLCD1	Normal
LYPD6	Tumor
SHTN1	Tumor
MT1X	Normal
GCNT1	Tumor
FPR3	Tumor
SIRT7	Normal
PLEKHN1	Normal
ISG15	Tumor
PERM1	Normal
SPRY4	Tumor
THSD4	Normal
TCEA1	Tumor
FANCA	Tumor
TMEM220	Normal
P2RX2	Normal
LCN10	Normal
KLHL17	Normal
TPRG1	Normal
S100A3	Normal
FAM25A	Normal
NCR3LG1	Tumor
PLA2G2A	Normal
HES4	Tumor
IGFL1	Normal
ZNF669	Tumor
FAM92A1	Tumor
IER5L	Tumor
H2AFX	Tumor
NCCRP1	Normal
NPIPP1	Normal
FAM72B	Tumor
LDOC1L	Tumor
S100A16	Normal
PARVB	Tumor
ZDHHC9	Tumor
PRELP	Normal
TMEM201	Tumor
LRRK2	Normal
USP32P1	Normal
ZNF292	Tumor
SBSN	Normal
RNF222	Normal
FAM111B	Tumor
LITAF	Tumor
FAM25G	Normal
PLAC9	Normal
MAOA	Normal
GJB5	Normal
S100A14	Normal
KAZN	Normal
KIAA0895L	Normal
HLA-DRB1	Tumor
SPATS2L	Tumor
RNF216P1	Tumor
TUBB	Tumor
LCOR	Tumor
XPNPEP3	Tumor
ZNF107	Tumor
SFTA2	Normal
ZNF471	Normal
POM121	Tumor
STK31	Tumor
TRRAP	Tumor
FUT4	Tumor
ZNF124	Tumor
NPIPB15	Normal
NCOR2	Tumor
PRPF40A	Tumor
MME	Tumor
LAMA2	Normal
XRCC2	Tumor
MMP1	Tumor
TCF4	Tumor
SDHAF3	Tumor
HRH1	Tumor
TTC30B	Tumor
LINC00173	Normal
HSH2D	Tumor
ZNF431	Normal
NF1	Tumor
VKORC1L1	Tumor
ZNF418	Normal
HLA-DQA1	Tumor
S100A2	Normal
ZNF239	Tumor
SPRR2B	Normal
ZFP28	Normal
LAMB3	Tumor
ZNF252P	Tumor
FAM3C	Tumor
SLC39A10	Tumor
GMFB	Tumor
HIST1H4C	Tumor
IGF2R	Tumor
ZNF300P1	Normal
ZNF682	Normal
PCNXL3	Tumor
LRRC8B	Tumor
PSMD12	Tumor
NOL4L	Tumor
HIST1H4J	Tumor
SERPINA1	Tumor
TPSB2	Normal
RAD54B	Tumor
TRIM33	Tumor
LYPD2	Normal
FABP12	Normal
PDGFA	Tumor
ZNF695	Tumor
PCDHB11	Tumor
MYO5A	Tumor
TTC30A	Tumor
HOXA4	Normal
GPX1P1	Normal
MPEG1	Tumor
SERPINB2	Normal
SERPINB13	Normal
ZNF433	Normal
NMB	Tumor
ZNF460	Tumor
MCMBP	Tumor
TEAD4	Tumor
ZNF677	Normal
ERO1L	Normal
MPZL1	Tumor
GOLGA6L9	Normal
SNHG12	Normal
ENTPD7	Tumor
ZNF273	Normal
SIRPA	Tumor
PRIM1	Tumor
NUP62CL	Tumor
TMPRSS11F	Normal
TOR4A	Tumor
MB	Normal
TMEM229B	Tumor
MIER1	Tumor
MAN1A2	Tumor
HSD17B11	Tumor
SLC29A3	Tumor
HELZ	Tumor
SPRED2	Tumor
GFPT1	Tumor
UVRAG	Tumor
MT1F	Tumor
TCAF1	Tumor
TXNRD1	Tumor
NRARP	Tumor
ZXDB	Tumor
TPM2	Normal
SH3BGRL2	Normal
HLA-DRB5	Tumor
PLN	Normal
ZNF28	Tumor
WDHD1	Tumor
SLC34A3	Normal
TLK1	Tumor
FAM3D	Normal
NCOA6	Tumor
PAPSS2	Tumor
IPO9	Tumor
F5	Tumor
EPS8L3	Tumor
FAM169A	Tumor
TMEM184B	Tumor
SCAMP5	Tumor
PAX9	Normal
OPA1	Tumor
MT-ND3	Normal
TSEN15	Tumor
TOP1	Tumor
NOS1AP	Tumor
GPRASP1	Normal
SGMS1	Tumor
SNORA31	Normal
SNORA73B	Normal
SNORD118	Tumor
U3	Tumor
RNU4-1	Tumor
SNORA65	Tumor
SNORA71C	Tumor
SNORA23	Tumor
RN7SK	Tumor
RNU4-2	Tumor
INF2	Tumor
RHOT1P2	Normal
GP1BB	Normal
RP11-351J23.1	Normal
RAET1G	Normal
FCGR3A	Tumor
SPRR2E	Normal
KPRP	Normal
RBM20	Normal
TRAF3IP1	Tumor
GGTA1P	Normal
HLA-DMA	Tumor
PSMB8	Tumor
LINC01420	Tumor
HLA-DRA	Tumor
SMIM5	Normal
STK19	Normal
SLC44A4	Tumor
NEU1	Tumor
VWA7	Tumor
LY6G6C	Normal
LST1	Tumor
MICB	Tumor
ZNF805	Tumor
HLA-C	Tumor
MUC21	Normal
ZNF468	Tumor
TRIM15	Tumor
TRIM31	Tumor
HLA-F	Tumor
FAM153C	Normal
GABBR1	Normal
LINC01291	Tumor
MZT1	Tumor
FAM83A-AS1	Normal
PRSS1	Normal
SPIRE2	Tumor
PKHD1L1	Normal
LGALS7	Normal
TRIQK	Tumor
ZBTB10	Tumor
PSMB10	Tumor
VIT	Normal
SPDYE2	Tumor
PDE7A	Tumor
MUC12	Tumor
IPO7	Tumor
MT1A	Normal
MT1M	Normal
KRT6A	Normal
ITPRIPL2	Tumor
RP11-473M20.5	Normal
SERPINB11	Normal
SERPINB4	Normal
ZDHHC11B	Normal
HCP5	Tumor
HLA-A	Tumor
HACD2	Tumor
RNVU1-7	Tumor
RNU1-28P	Tumor
RNU1-27P	Tumor
SNORA22	Tumor
RNU1-1	Tumor
RNVU1-18	Tumor
U1	Tumor
RNU1-2	Tumor
SNORA7B	Tumor
SNORA18	Tumor
RNU1-67P	Tumor
RNU1-4	Tumor
SNORD15B	Tumor
RNU1-3	Tumor
SNORA48	Tumor
GPX3	Normal
TSN	Tumor
IGKC	Tumor
IGKV4-1	Tumor
IGLV1-51	Tumor
IGLV1-47	Tumor
IGLV1-44	Tumor
IGLV1-40	Tumor
IGLV3-25	Tumor
IGLV2-23	Tumor
IGLV3-21	Tumor
IGLV3-19	Tumor
IGLV2-14	Tumor
IGLV2-11	Tumor
IGLV3-1	Tumor
IGLC1	Tumor
IGLC2	Tumor
IGLC3	Tumor
TRBV25-1	Tumor
IGHG4	Tumor
IGHG2	Tumor
IGHG1	Tumor
IGHG3	Tumor
IGHM	Tumor
IGHV1-2	Tumor
IGHV2-5	Tumor
IGHV3-7	Tumor
IGHV3-11	Tumor
IGHV3-15	Tumor
IGHV1-18	Tumor
IGHV3-21	Tumor
IGHV3-23	Tumor
IGHV1-24	Tumor
IGHV3-33	Tumor
IGHV4-34	Tumor
IGHV4-39	Tumor
IGHV1-46	Tumor
IGHV5-51	Tumor
IGHV4-61	Tumor
SNORD17	Tumor
SNORA12	Tumor
LINC01089	Normal
RNF208	Normal
RP11-475I24.9	Normal
ZNF611	Tumor
RP11-64B16.2	Normal
KLHL23	Tumor
TRIM59	Tumor
NRAS	Tumor
GSTM2	Normal
HNRNPA1P33	Normal
SYNJ2BP	Tumor
HEXA	Tumor
LBH	Tumor
LAT	Normal
UBD	Tumor
LTB4R	Normal
LTB4R2	Normal
TTLL3	Normal
LDHAP4	Tumor
PLIN5	Normal
MEG3	Normal
HMGN2P15	Normal
RP11-27I1.4	Tumor
ZSWIM8	Normal
POLR2J4	Normal
KRT16P3	Normal
KRT16P1	Normal
EVPLL	Normal
UBXN2B	Tumor
RP11-1023L17.2	Tumor
MYL5	Normal
MIR99AHG	Normal
RSC1A1	Tumor
RP13-104F24.2	Normal
FAM72D	Tumor
TNFRSF25	Normal
IFI30	Tumor
RP11-465B22.3	Normal
PP14571	Normal
UMAD1	Tumor
MTMR9LP	Normal
RP11-572P18.1	Normal
RNU6ATAC	Tumor
ZNF880	Normal
TRIM16	Normal
SLC12A8	Tumor
LINC00152	Tumor
RNU2-2P	Tumor
TCAF1P1	Tumor
TMSB4XP4	Tumor
TINCR	Normal
NSUN5P1	Normal
TSSC2	Normal
FAM95B1	Normal
HLA-DPB1	Tumor
SNHG14	Normal
RP3-522D1.1	Tumor
RP11-191L9.4	Tumor
MSL3P1	Tumor
RP11-344B5.2	Normal
IGHV4-59	Tumor
ZNF812	Normal
RPL29P11	Normal
PRRT4	Normal
PGM5-AS1	Normal
GS1-184P14.2	Tumor
SNORA71A	Tumor
GOLGA2P7	Normal
RPSAP58	Normal
PLEKHM1	Normal
ZNRF2P2	Tumor
MKRN2OS	Normal
RP11-569G9.7	Normal
LINC00115	Normal
NTF4	Normal
UBXN10-AS1	Normal
ZNF503-AS1	Normal
ZBTB45P2	Tumor
RP4-706A16.3	Normal
KRT16P6	Normal
RP11-419C5.2	Normal
RP11-31F19.1	Normal
RP11-379B8.1	Tumor
RP13-401N8.1	Normal
TMEM185B	Tumor
FTLP3	Tumor
RP11-128M1.1	Normal
ERVMER34-1	Tumor
LINC00511	Tumor
RP11-395B7.4	Tumor
KRT16P2	Normal
LTB	Tumor
RP1-101K10.6	Tumor
SOX21-AS1	Normal
GCOM2	Normal
HCG4P5	Tumor
FALEC	Normal
GUSBP11	Normal
RP5-884M6.1	Tumor
HCG22	Normal
RP4-781K5.2	Normal
RASA4CP	Normal
RP11-567G11.1	Tumor
RP11-697E2.7	Tumor
TMPRSS11GP	Normal
SPRR2C	Normal
PGA4	Normal
RP11-561C5.4	Normal
NPM1P25	Normal
KRT16P4	Normal
PGA3	Normal
LINC01315	Normal
RP11-284F21.7	Tumor
TRPM2-AS	Tumor
KRT16P5	Normal
RP11-632C17__A.1	Normal
HERC2P4	Normal
FEZF1-AS1	Tumor
GOLGA6L5P	Normal
RP4-737E23.2	Normal
TCEA1P2	Tumor
RP5-902P8.10	Normal
RPS23P8	Normal
RP11-486B10.4	Normal
RP11-318C24.1	Tumor
RP3-525N10.2	Normal
MIR205HG	Normal
SNX18P13	Normal
KLF3-AS1	Normal
RP11-111F5.3	Normal
HLA-DPA1	Tumor
IGHV4-31	Tumor
PCAT7	Tumor
TAPBP	Tumor
LSM12P1	Tumor
LINC00202-1	Normal
GOLGA8N	Normal
RP11-1212A22.4	Normal
HOXB-AS3	Tumor
HMGA1P8	Tumor
RNF224	Normal
MTND4P20	Normal
HOTAIRM1	Normal
STXBP5-AS1	Normal
TMEM238	Tumor
RP11-255H23.2	Normal
MT1XP1	Normal
RP11-250B2.3	Normal
RP1-20N18.4	Normal
MAGI2-AS3	Normal
PINLYP	Normal
HLA-B	Tumor
FOXP4-AS1	Tumor
OR7E62P	Normal
FABP5P7	Normal
LINC00330	Normal
HGH1	Tumor
RPL39P3	Normal
RP11-70C1.3	Normal
RP11-575L7.8	Normal
LINC00957	Normal
RP11-480I12.2	Tumor
KIAA0040	Tumor
LINC00941	Tumor
RP1-159A19.3	Normal
RP11-107M16.2	Normal
RP11-411K7.1	Normal
RP11-96L14.7	Tumor
MIR600HG	Normal
RP4-651E10.4	Normal
FABP5P1	Normal
ZNRF2P1	Tumor
SMG1P1	Tumor
RNF223	Normal
RP11-475I24.3	Normal
FOXD2-AS1	Tumor
RGL2	Normal
HLA-DQA2	Tumor
LINC01573	Normal
RP5-857K21.6	Tumor
FLG-AS1	Normal
KCNMB2-AS1	Tumor
OR2I1P	Tumor
SCARNA7	Tumor
SNORD10	Normal
SCARNA10	Tumor
TXNDC5	Tumor
GATSL3	Normal
RN7SL368P	Tumor
IGKV3-20	Tumor
IGKV1D-33	Tumor
LINC00888	Tumor
LY6G5B	Normal
PSMB9	Tumor
U47924.6	Tumor
LRRFIP1P1	Tumor
KRBOX1	Normal
IGKV1-16	Tumor
PLCXD2	Tumor
HIST2H2BB	Normal
RP11-79D8.2	Normal
RP11-727A23.1	Normal
RP11-147I3.1	Normal
IGKV3-11	Tumor
PDXP	Tumor
RP11-641D5.2	Normal
INMT	Normal
IGKV1-9	Tumor
LINC00893	Normal
SPRR2A	Normal
RP11-34P13.13	Normal
HYPK	Tumor
IGKV1-33	Tumor
RPL39P34	Normal
STAG3L5P	Normal
IGKV1-39	Tumor
IGKV2D-28	Tumor
HLA-DMB	Tumor
GNG10	Tumor
PRAF2	Tumor
VSIG8	Normal
IGKV1-12	Tumor
IGKV1-5	Tumor
TNFRSF6B	Tumor
RN7SL364P	Tumor
UPK3B	Normal
PLA2G4B	Normal
RPLP0P2	Tumor
ZMYM6NB	Tumor
JMJD7	Normal
RP11-552M11.4	Normal
IL12A-AS1	Normal
SPRR2F	Normal
UGT1A7	Normal
LINC01296	Tumor
RP11-466H18.1	Normal
ETV5	Tumor
IGKV3-15	Tumor
SCARF2	Tumor
RP4-800G7.2	Normal
IGKV1-27	Tumor
FCGR2C	Normal
HBB	Normal
NEAT1	Normal
NUDT16P1	Tumor
RP11-696N14.1	Normal
PGAM5	Tumor
MIR210HG	Normal
PCED1B-AS1	Tumor
FAM13A-AS1	Normal
NNT-AS1	Tumor
PCP4L1	Normal
TNFSF12-TNFSF13	Tumor
RP11-510N19.5	Normal
ZNF436-AS1	Normal
LINC01088	Normal
RP11-298J20.4	Tumor
RP4-539M6.19	Tumor
MIR143HG	Normal
RP11-423H2.3	Normal
LINC00964	Normal
RAC1P2	Tumor
TMEM158	Tumor
TMPRSS11BNL	Normal
RP11-616K22.1	Tumor
FZD10-AS1	Normal
PSMC1P5	Normal
RP11-478C6.4	Tumor
RP11-631M6.2	Tumor
GPR162	Normal
RP11-333E13.2	Tumor
RP11-295K3.1	Tumor
RP11-834C11.7	Normal
RP11-486L19.2	Normal
SNHG18	Normal
ZFPM2-AS1	Tumor
TMED7-TICAM2	Tumor
ZNF345	Normal
MSANTD3-TMEFF1	Tumor
FOXD1	Tumor
IGKV1D-39	Tumor
MALAT1	Tumor
RP11-774O3.3	Normal
RNA5SP216	Normal
SNORA21	Tumor
LINC01605	Normal
RP11-360L9.7	Tumor
HOXA10-AS	Tumor
RP11-706C16.7	Normal
HOXA10	Tumor
TRNP1	Normal
HOXA-AS2	Normal
RP11-758M4.4	Tumor
PRKDC	Tumor
IGHGP	Tumor
UTP14C	Tumor
SLC2A3P1	Tumor
RP11-61L23.2	Normal
ZNF260	Tumor
KB-1562D12.1	Normal
LYN	Tumor
RP11-598P20.3	Tumor
KRT8P3	Tumor
RP11-867G23.4	Normal
RP11-152H18.3	Normal
RP11-265D17.2	Tumor
RP11-660L16.2	Tumor
RP11-468E2.1	Tumor
RP11-565P22.6	Tumor
IGLL5	Tumor
RP11-496I9.1	Normal
RNF185-AS1	Normal
RP11-110I1.5	Normal
STX16-NPEPL1	Normal
PIGY	Normal
RP11-350N15.4	Normal
RP11-94A24.1	Normal
RP11-732A19.5	Normal
HCAR3	Normal
POLR2M	Tumor
GOLGA2P10	Normal
RP11-27M24.1	Tumor
RPL41P2	Normal
RP11-116G8.5	Normal
RP11-424C20.2	Tumor
RP11-783K16.5	Normal
HP	Normal
RP11-783K16.13	Normal
GATC	Tumor
PHBP19	Tumor
RP11-521B24.5	Normal
ZBED6	Tumor
RP11-603J24.9	Tumor
RP11-290L1.3	Tumor
RP11-203J24.9	Normal
GALNT4	Tumor
RP11-1103G16.1	Tumor
LBX2-AS1	Tumor
RP11-162P23.2	Tumor
RP11-386G11.10	Normal
RP11-114H23.1	Normal
RP11-753H16.3	Normal
RP11-161H23.5	Normal
RP11-114H23.3	Normal
RP11-649E7.5	Tumor
PPT2-EGFL8	Normal
RP11-164J13.1	Normal
LINC00640	Normal
RP11-638I2.6	Normal
RP11-964E11.2	Normal
RP11-463D19.2	Tumor
LINC01269	Normal
RP11-66N24.3	Normal
TUBB3	Tumor
RP6-65G23.3	Normal
RP11-182J1.12	Normal
PAK6	Tumor
UBE2Q2P2	Normal
SORD2P	Tumor
RP11-156E6.1	Tumor
RP11-499F3.2	Tumor
